Type,Source Database,ID,Name
Disease,EFO,Orphanet:307766,Curly hair-acral keratoderma-caries syndrome
Disease,EFO,Orphanet:137625,Glycogen storage disease due to muscle and heart glycogen synthase deficiency
Disease,EFO,Orphanet:34526,Familial primary hypomagnesemia
Disease,EFO,Orphanet:124,Blackfan-Diamond anemia
Disease,EFO,Orphanet:79095,Congenital bile acid synthesis defect type 4
Disease,EFO,Orphanet:2796,Pachydermoperiostosis
Disease,EFO,Orphanet:1052,Mosaic variegated aneuploidy syndrome
Disease,EFO,Orphanet:31043,Familial primary hypomagnesemia with hypercalciuria and nephrocalcinosis without severe ocular involvement
Disease,EFO,Orphanet:2353,Schilbach-Rott syndrome
Disease,EFO,Orphanet:2662,Keipert syndrome
Disease,EFO,Orphanet:2268,ICF syndrome
Disease,EFO,Orphanet:247,Arrhythmogenic right ventricular dysplasia
Disease,KEGG,H00251,Thyroid dyshormonogenesis
Disease,KEGG,H02279,Cathepsin D deficiency
Disease,KEGG,H01182,Biotinidase deficiency
Disease,KEGG,H00286,Crohn disease
Disease,KEGG,H01762,Muscle glycogen storage disease
Disease,KEGG,H01309,"Sarcoidosis, early-onset"
Disease,KEGG,H00896,Lymphangioleiomyomatosis
Disease,KEGG,H00899,Lysinuric protein intolerance
Disease,KEGG,H02284,Leukotriene C4 synthase deficiency
Disease,KEGG,H00375,SBCAD deficiency
Disease,KEGG,H00574,Coffin-Lowry syndrome
Disease,KEGG,H01283,Malonyl-CoA decarboxylase deficiency
Disease,KEGG,H00181,3-Methylcrotonylglycinuria
Disease,KEGG,H00700,Centronuclear myopathy
Disease,KEGG,H00787,Congenital stationary night blindness
Disease,KEGG,H00281,GM1 gangliosidosis
Disease,KEGG,H00064,Ataxia telangiectasia
Disease,KEGG,H00409,Type 2 diabetes mellitus
Disease,KEGG,H00666,Peutz-Jeghers syndrome
Disease,KEGG,H02370,FILS syndrome
Disease,KEGG,H00681,Acne inversa
Disease,KEGG,H00912,Tumor necrosis factor receptor-associated periodic syndrome
Disease,KEGG,H01250,Hereditary gingival fibromatosis
Disease,KEGG,H00517,Spondylocostal dysostosis
Disease,KEGG,H00420,Familial partial lipodystrophy
Disease,KEGG,H02044,Cutaneous and mucosal venous malformation
Disease,KEGG,H00813,Laryngo onycho cutaneous syndrome
Disease,KEGG,H00804,Multiple cutaneous and uterine leiomyomata
Disease,KEGG,H02043,Capillary malformation-arteriovenous malformation
Disease,KEGG,H00467,Fibular hypoplasia and complex brachydactyly
Disease,KEGG,H02138,Hereditary hypophophatemic rickets with hypercalciuria
Disease,KEGG,H00701,Congenital fiber type disproportion
Disease,KEGG,H02179,Rippling muscle disease
Disease,KEGG,H01740,Macrothrombocytopenia
Disease,KEGG,H01195,VACTERL/VATER association
Disease,KEGG,H00932,Tropical calcific pancreatitis
Disease,KEGG,H02256,Factor VII deficiency
Disease,KEGG,H01760,Hepatic glycogen storage disease
Disease,KEGG,H02117,Neu-Laxova syndrome
Disease,KEGG,H01390,Mitochondrial neurogastrointestinal encephalomyopathy
Disease,KEGG,H02344,Cowchock syndrome
Disease,KEGG,H00892,Bronchiectasis with or without elevated sweat chloride
Disease,KEGG,H00882,Cocoon syndrome
Disease,KEGG,H00759,Waardenburg syndrome
Disease,KEGG,H02092,von Willebrand disease
Disease,KEGG,H00582,Benign familial hematuria
Disease,KEGG,H00751,Asphyxiating thoracic dystrophy
Disease,KEGG,H01683,Disorders of antidiuretic hormone (ADH) secretion
Disease,KEGG,H01973,Fertile eunuch syndrome
Disease,KEGG,H02106,Genetic obesity
Disease,KEGG,H02109,Combined malonic and methylmalonic aciduria
Disease,KEGG,H01368,Cytochrome c oxidase (COX) deficiency
Disease,KEGG,H02008,Galactose-1P uridylyltransferase deficiency
Disease,KEGG,H00947,Pilomatricoma
Disease,KEGG,H00466,Grebe dysplasia
Disease,KEGG,H01177,Infantile bilateral striatal necrosis
Disease,KEGG,H00131,Mucopolysaccharidosis type VI
Disease,KEGG,H01117,Chronic recurrent multifocal osteomyelitis
Disease,KEGG,H00123,Mucopolysaccharidosis type IV
Disease,KEGG,H01376,Acrofacial dysostosis
Disease,KEGG,H00606,Early infantile epileptic encephalopathy
Disease,KEGG,H02232,CAGSSS syndrome
Disease,KEGG,H01400,Secondary hyperammonemia
Disease,KEGG,H00540,"Osteoporosis, lymphedema, anhydrotic ectodermal dysplasia with immunodeficiency (OLEDAID)"
Disease,KEGG,H00073,Pyruvate carboxylase deficiency
Disease,KEGG,H02330,Pancreatic lipase deficiency
Disease,KEGG,H02389,Familial dyskinesia with facial myokymia
Disease,KEGG,H01253,Isolated follicle-stimulating hormone deficiency
Disease,KEGG,H02259,Stormorken syndrome
Disease,KEGG,H01028,Argininosuccinic aciduria
Disease,KEGG,H00593,Limb-girdle muscular dystrophy
Disease,KEGG,H00125,Fabry disease
Disease,KEGG,H01307,Nonsyndromic congenital nail disorder
Disease,KEGG,H00150,Danon disease
Disease,KEGG,H02037,Laron syndrome
Disease,KEGG,H01287,Congenital mirror movements
Disease,KEGG,H00070,Galactosemia
Disease,KEGG,H00071,Hereditary fructose intolerance
Disease,KEGG,H01821,Spondylometaphyseal dysplasia with cone-rod dystrophy
Disease,KEGG,H02119,Proteus syndrome
Disease,KEGG,H00775,Hemiplegic migraine
Disease,KEGG,H00263,Acrocallosal syndrome
Disease,KEGG,H01671,Neurosis
Disease,KEGG,H00773,Autosomal dominant mental retardation
Disease,KEGG,H00265,Hereditary sensory and autonomic neuropathy
Disease,KEGG,H01227,Inflammatory bowel disease (IBD)
Disease,KEGG,H00197,Adenylosuccinate lyase deficiency
Disease,KEGG,H01034,L1 syndrome
Disease,KEGG,H00507,Dyskeratosis congenita
Disease,KEGG,H01193,Familial tumoral calcinosis
Disease,KEGG,H00838,Congenital fibrosis of the extraocular muscles
Disease,KEGG,H00980,Nevo syndrome
Disease,KEGG,H00530,Joubert syndrome
Disease,KEGG,H00839,Porencephaly
Disease,KEGG,H02068,Hypochondroplasia
Disease,KEGG,H00455,Spinal muscular atrophy
Disease,KEGG,H01523,Wiskott-Aldrich syndrome
Disease,KEGG,H00599,"46,XX gonadal dysgenesis"
Pathway,Reactome,R-MMU-159231,Transport of Mature mRNA Derived from an Intronless Transcript
Pathway,Reactome,R-MMU-1483248,Synthesis of PIPs at the ER membrane
Pathway,Reactome,R-MMU-3000178,ECM proteoglycans
Pathway,Reactome,R-BTA-8949613,Cristae formation
Pathway,Reactome,R-BTA-2559585,Oncogene Induced Senescence
Pathway,Reactome,R-HSA-5689896,Ovarian tumor domain proteases
Pathway,Reactome,R-MMU-8849470,PTK6 Regulates Cell Cycle
Pathway,Reactome,R-RNO-201451,Signaling by BMP
Pathway,Reactome,R-HSA-451927,Interleukin-2 family signaling
Pathway,Reactome,R-MMU-8941237,Invadopodia formation
Pathway,Reactome,R-HSA-5579028,Defective CYP17A1 causes Adrenal hyperplasia 5 (AH5)
Pathway,Reactome,R-MMU-9615017,"FOXO-mediated transcription of oxidative stress, metabolic and neuronal genes"
Pathway,Reactome,R-HSA-69541,Stabilization of p53
Pathway,Reactome,R-BTA-5689896,Ovarian tumor domain proteases
Pathway,Reactome,R-RNO-71032,Propionyl-CoA catabolism
Pathway,Reactome,R-RNO-418346,Platelet homeostasis
Pathway,Reactome,R-MMU-418555,G alpha (s) signalling events
Pathway,Reactome,R-HSA-203615,eNOS activation
Pathway,Reactome,R-RNO-205017,NFG and proNGF binds to p75NTR
Pathway,Reactome,R-MMU-141444,Amplification of signal from unattached kinetochores via a MAD2 inhibitory signal
Pathway,Reactome,R-HSA-5663213,RHO GTPases Activate WASPs and WAVEs
Pathway,Reactome,R-HSA-140837,Intrinsic Pathway of Fibrin Clot Formation
Pathway,Reactome,R-MMU-446343,Localization of the PINCH-ILK-PARVIN complex to focal adhesions
Pathway,Reactome,R-MMU-5621575,CD209 (DC-SIGN) signaling
Pathway,Reactome,R-HSA-5632987,Defective Mismatch Repair Associated With PMS2
Pathway,Reactome,R-HSA-110056,MAPK3 (ERK1) activation
Pathway,Reactome,R-MMU-194313,VEGF ligand-receptor interactions
Pathway,Reactome,R-BTA-74217,Purine salvage
Pathway,Reactome,R-RNO-6785631,ERBB2 Regulates Cell Motility
Pathway,Reactome,R-RNO-209563,Axonal growth stimulation
Pathway,Reactome,R-MMU-70370,Galactose catabolism
Pathway,Reactome,R-MMU-209560,NF-kB is activated and signals survival
Pathway,Reactome,R-HSA-140342,Apoptosis induced DNA fragmentation
Pathway,Reactome,R-HSA-5693554,Resolution of D-loop Structures through Synthesis-Dependent Strand Annealing (SDSA)
Pathway,Reactome,R-RNO-5578775,Ion homeostasis
Pathway,Reactome,R-MMU-4419969,Depolymerisation of the Nuclear Lamina
Pathway,Reactome,R-BTA-975957,Nonsense Mediated Decay (NMD) enhanced by the Exon Junction Complex (EJC)
Pathway,Reactome,R-HSA-1362409,Mitochondrial iron-sulfur cluster biogenesis
Pathway,Reactome,R-MMU-444257,RSK activation
Pathway,Reactome,R-MMU-5625740,RHO GTPases activate PKNs
Pathway,Reactome,R-HSA-111471,Apoptotic factor-mediated response
Pathway,Reactome,R-HSA-3359473,Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD
Pathway,Reactome,R-HSA-165159,MTOR signalling
Pathway,Reactome,R-HSA-205017,NFG and proNGF binds to p75NTR
Pathway,Reactome,R-HSA-6791461,RPIA deficiency: failed conversion of RU5P to R5P
Pathway,Reactome,R-HSA-5578998,Defective OPLAH causes 5-oxoprolinase deficiency (OPLAHD)
Pathway,Reactome,R-RNO-376176,Signaling by ROBO receptors
Pathway,Reactome,R-MMU-3295583,TRP channels
Pathway,Reactome,R-BTA-5668599,RHO GTPases Activate NADPH Oxidases
Pathway,Reactome,R-HSA-9693928,Defective RIPK1-mediated regulated necrosis
Pathway,Reactome,R-MMU-9020958,Interleukin-21 signaling
Pathway,Reactome,R-HSA-432030,Transport of glycerol from adipocytes to the liver by Aquaporins
Pathway,Reactome,R-RNO-110314,Recognition of DNA damage by PCNA-containing replication complex
Pathway,Reactome,R-HSA-164378,PKA activation in glucagon signalling
Pathway,Reactome,R-RNO-6794361,Neurexins and neuroligins
Pathway,Reactome,R-MMU-1296061,HCN channels
Pathway,Reactome,R-HSA-381042,PERK regulates gene expression
Pathway,Reactome,R-HSA-9619665,EGR2 and SOX10-mediated initiation of Schwann cell myelination
Pathway,Reactome,R-HSA-9694614,Attachment and Entry
Pathway,Reactome,R-HSA-4720475,Defective ALG3 causes ALG3-CDG (CDG-1d)
Pathway,Reactome,R-RNO-2024101,CS/DS degradation
Pathway,Reactome,R-HSA-983231,Factors involved in megakaryocyte development and platelet production
Pathway,Reactome,R-MMU-165159,MTOR signalling
Pathway,Reactome,R-HSA-379716,Cytosolic tRNA aminoacylation
Pathway,Reactome,R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
Pathway,Reactome,R-RNO-418597,G alpha (z) signalling events
Pathway,Reactome,R-HSA-73780,RNA Polymerase III Chain Elongation
Pathway,Reactome,R-BTA-4551638,SUMOylation of chromatin organization proteins
Pathway,Reactome,R-MMU-2142753,Arachidonic acid metabolism
Pathway,Reactome,R-BTA-879518,Transport of organic anions
Pathway,Reactome,R-MMU-69481,G2/M Checkpoints
Pathway,Reactome,R-MMU-196757,Metabolism of folate and pterines
Pathway,Reactome,R-RNO-69166,Removal of the Flap Intermediate
Pathway,Reactome,R-MMU-156588,Glucuronidation
Pathway,Reactome,R-MMU-5357956,TNFR1-induced NFkappaB signaling pathway
Pathway,Reactome,R-HSA-1679131,Trafficking and processing of endosomal TLR
Pathway,Reactome,R-BTA-70263,Gluconeogenesis
Pathway,Reactome,R-MMU-3371453,Regulation of HSF1-mediated heat shock response
Pathway,Reactome,R-MMU-433692,Proton-coupled monocarboxylate transport
Pathway,Reactome,R-RNO-380612,Metabolism of serotonin
Pathway,Reactome,R-BTA-3214847,HATs acetylate histones
Pathway,Reactome,R-BTA-190704,Oligomerization of connexins into connexons
Pathway,Reactome,R-HSA-163680,AMPK inhibits chREBP transcriptional activation activity
Pathway,Reactome,R-BTA-69541,Stabilization of p53
Pathway,Reactome,R-HSA-5250955,Toxicity of botulinum toxin type D (BoNT/D)
Pathway,Reactome,R-HSA-5663020,Defective SLC35A1 causes congenital disorder of glycosylation 2F (CDG2F)
Pathway,Reactome,R-HSA-167160,RNA Pol II CTD phosphorylation and interaction with CE during HIV infection
Pathway,Reactome,R-RNO-211981,Xenobiotics
Pathway,Reactome,R-RNO-1489509,DAG and IP3 signaling
Pathway,Reactome,R-HSA-5654687,Downstream signaling of activated FGFR1
Pathway,Reactome,R-BTA-400206,Regulation of lipid metabolism by PPARalpha
Pathway,Reactome,R-HSA-3371511,HSF1 activation
Pathway,Reactome,R-HSA-9673218,Defective F9 secretion
Pathway,Reactome,R-RNO-561048,Organic anion transport
Pathway,Reactome,R-HSA-418359,Reduction of cytosolic Ca++ levels
Pathway,Reactome,R-HSA-381183,ATF6 (ATF6-alpha) activates chaperone genes
Pathway,Reactome,R-RNO-210991,Basigin interactions
Pathway,Reactome,R-MMU-199220,Vitamin B5 (pantothenate) metabolism
Pathway,Reactome,R-BTA-71403,Citric acid cycle (TCA cycle)
Pathway,Reactome,R-HSA-110314,Recognition of DNA damage by PCNA-containing replication complex
Pathway,KEGG,hsa00350,Tyrosine metabolism
Pathway,KEGG,hsa04142,Lysosome
Pathway,KEGG,hsa00780,Biotin metabolism
Pathway,KEGG,hsa04140,Autophagy
Pathway,KEGG,hsa04922,Glucagon signaling pathway
Pathway,KEGG,hsa04621,NOD-like receptor signaling pathway
Pathway,KEGG,hsa04115,p53 signaling pathway
Pathway,KEGG,hsa04974,Protein digestion and absorption
Pathway,KEGG,hsa00590,Arachidonic acid metabolism
Pathway,KEGG,hsa01212,Fatty acid metabolism
Pathway,KEGG,hsa04010,MAPK signaling pathway
Pathway,KEGG,hsa04146,Peroxisome
Pathway,KEGG,hsa00280,"Valine, leucine and isoleucine degradation"
Pathway,KEGG,hsa04721,Synaptic vesicle cycle
Pathway,KEGG,hsa04020,Calcium signaling pathway
Pathway,KEGG,hsa04218,Cellular senescence
Pathway,KEGG,hsa04150,mTOR signaling pathway
Pathway,KEGG,hsa03410,Base excision repair
Pathway,KEGG,hsa04330,Notch signaling pathway
Pathway,KEGG,hsa04060,Cytokine-cytokine receptor interaction
Pathway,KEGG,hsa04371,Apelin signaling pathway
Pathway,KEGG,hsa04151,PI3K-Akt signaling pathway
Pathway,KEGG,hsa04512,ECM-receptor interaction
Pathway,KEGG,hsa01100,Metabolic pathways
Pathway,KEGG,hsa04350,TGF-beta signaling pathway
Pathway,KEGG,hsa04928,"Parathyroid hormone synthesis, secretion and action"
Pathway,KEGG,hsa04260,Cardiac muscle contraction
Pathway,KEGG,hsa04144,Endocytosis
Pathway,KEGG,hsa04510,Focal adhesion
Pathway,KEGG,hsa04530,Tight junction
Pathway,KEGG,hsa04610,Complement and coagulation cascades
Pathway,KEGG,hsa00500,Starch and sucrose metabolism
Pathway,KEGG,hsa00260,"Glycine, serine and threonine metabolism"
Pathway,KEGG,hsa00240,Pyrimidine metabolism
Pathway,KEGG,hsa04210,Apoptosis
Pathway,KEGG,hsa04960,Aldosterone-regulated sodium reabsorption
Pathway,KEGG,hsa04380,Osteoclast differentiation
Pathway,KEGG,hsa04080,Neuroactive ligand-receptor interaction
Pathway,KEGG,hsa04611,Platelet activation
Pathway,KEGG,hsa04962,Vasopressin-regulated water reabsorption
Pathway,KEGG,hsa04913,Ovarian steroidogenesis
Pathway,KEGG,hsa00052,Galactose metabolism
Pathway,KEGG,hsa04310,Wnt signaling pathway
Pathway,KEGG,hsa03013,RNA transport
Pathway,KEGG,hsa00564,Glycerophospholipid metabolism
Pathway,KEGG,hsa00531,Glycosaminoglycan degradation
Pathway,KEGG,hsa03040,Spliceosome
Pathway,KEGG,hsa04724,Glutamatergic synapse
Pathway,KEGG,hsa00970,Aminoacyl-tRNA biosynthesis
Pathway,KEGG,hsa00020,Citrate cycle (TCA cycle)
Pathway,KEGG,hsa04977,Vitamin digestion and absorption
Pathway,KEGG,hsa04725,Cholinergic synapse
Pathway,KEGG,hsa04912,GnRH signaling pathway
Pathway,KEGG,hsa00250,"Alanine, aspartate and glutamate metabolism"
Pathway,KEGG,hsa00515,Mannose type O-glycan biosynthesis
Pathway,KEGG,hsa00603,Glycosphingolipid biosynthesis
Pathway,KEGG,hsa03420,Nucleotide excision repair
Pathway,KEGG,hsa03440,Homologous recombination
Pathway,KEGG,hsa00010,Glycolysis / Gluconeogenesis
Pathway,KEGG,hsa00440,Phosphonate and phosphinate metabolism
Pathway,KEGG,hsa04340,Hedgehog signaling pathway
Pathway,KEGG,hsa04024,cAMP signaling pathway
Pathway,KEGG,hsa04360,Axon guidance
Pathway,KEGG,hsa03008,Ribosome biogenesis in eukaryotes
Pathway,KEGG,hsa04810,Regulation of actin cytoskeleton
Pathway,KEGG,hsa04540,Gap junction
Pathway,KEGG,hsa00310,Lysine degradation
Drug,DrugBank,DB03284,"2,6-Anhydro-3-Deoxy-D-Erythro-Hex-2-Enonic Acid"
Drug,DrugBank,DB03256,(6R)-Folinic acid
Drug,DrugBank,DB03693,N-(2-Aminoethyl)-5-Chloroisoquinoline-8-Sulfonamide
Drug,DrugBank,DB00606,Cyclothiazide
Drug,DrugBank,DB00241,Butalbital
Drug,DrugBank,DB02289,2-Aminopropanedioic Acid
Drug,DrugBank,DB04426,Alpha-Methyl-N-Acetyl-D-Glucosamine
Drug,DrugBank,DB05253,Telapristone acetate
Drug,DrugBank,DB01852,Kaempherol
Drug,DrugBank,DB04505,"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine"
Drug,DrugBank,DB02024,3-phenylpropionic acid
Drug,DrugBank,DB04648,S-propylamine-L-cysteine
Drug,DrugBank,DB02431,Cytidine-5'-Triphosphate
Drug,DrugBank,DB00466,Picrotoxin
Drug,DrugBank,DB06868,N-(3-chlorobenzyl)-1-(4-methylpentanoyl)-L-prolinamide
Drug,DrugBank,DB06090,Bradanicline
Drug,DrugBank,DB03871,"lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)"
Drug,DrugBank,DB01169,Arsenic trioxide
Drug,DrugBank,DB05332,Romiplostim
Drug,DrugBank,DB03223,Diphthamide
Drug,DrugBank,DB02229,5'-O-[(L-methionyl)-sulphamoyl]adenosine
Drug,DrugBank,DB00808,Indapamide
Drug,DrugBank,DB03966,Clorobiocin
Drug,DrugBank,DB04065,N-Cyclopentyl-N-Cyclobutylformamide
Drug,DrugBank,DB02147,Cyclo-Tetrametavanadate
Drug,DrugBank,DB00682,Warfarin
Drug,DrugBank,DB03473,N5-Methylglutamine
Drug,DrugBank,DB00544,Fluorouracil
Drug,DrugBank,DB06739,Seratrodast
Drug,DrugBank,DB05351,Dexlansoprazole
Drug,DrugBank,DB04285,"{4-[(2s,4e)-2-(1,3-Benzothiazol-2-Yl)-2-(1h-1,2,3-Benzotriazol-1-Yl)-5-Phenylpent-4-Enyl]Phenyl}(Difluoro)Methylphosphonic Acid"
Drug,DrugBank,DB03562,Tetrahydrodeoxyuridine
Drug,DrugBank,DB00805,Minaprine
Drug,DrugBank,DB02297,2-Amino-6-Chloropyrazine
Drug,DrugBank,DB06451,Aprinocarsen
Drug,DrugBank,DB03938,Deacetoxycephalosporin C
Drug,DrugBank,DB00672,Chlorpropamide
Drug,DrugBank,DB00795,Sulfasalazine
Drug,DrugBank,DB03949,N-[(2S)-3-Phenyl-2-sulfanylpropanoyl]-L-phenylalanyl-L-tyrosine
Drug,DrugBank,DB04068,"2',3'-dideoxy-3'-fluoro-urididine-5'-diphosphate"
Drug,DrugBank,DB00708,Sufentanil
Drug,DrugBank,DB01422,Nitroxoline
Drug,DrugBank,DB00916,Metronidazole
Drug,DrugBank,DB01178,Chlormezanone
Drug,DrugBank,DB02338,NADPH
Drug,DrugBank,DB01991,TU-514
Drug,DrugBank,DB05814,GPI-1485
Drug,DrugBank,DB03721,N-acetyl-alpha-neuraminic acid
Drug,DrugBank,DB00450,Droperidol
Drug,DrugBank,DB03053,1-Aminocyclopropylphosphonate
Drug,DrugBank,DB04588,"N-[4-(AMINOSULFONYL)BENZYL]-5-(5-CHLORO-2,4-DIHYDROXYPHENYL)-1H-PYRAZOLE-4-CARBOXAMIDE"
Drug,DrugBank,DB01783,Pantothenic acid
Drug,DrugBank,DB04736,"2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE"
Drug,DrugBank,DB00906,Tiagabine
Drug,DrugBank,DB06751,Drotaverine
Drug,DrugBank,DB03192,(R)-3-hydroxydecanoyl-CoA
Drug,DrugBank,DB01608,Periciazine
Drug,DrugBank,DB02895,3-(Prop-2-Ene-1-Sulfinyl)-Propene-1-Thiol
Drug,DrugBank,DB03062,(1-Methyl-1h-Imidazol-2-Yl)-(3-Methyl-4-{3-[(Pyridin-3-Ylmethyl)-Amino]-Propoxy}-Benzofuran-2-Yl)-Methanone
Drug,DrugBank,DB01879,(S)-2-{Methyl-[2-(Naphthalene-2-Sulfonylamino)-5-(Naphthalene-2-Sulfonyloxy)-Benzoyl]-Amino}-Succinicacid
Drug,DrugBank,DB05282,MCC
Drug,DrugBank,DB03095,Tetramethylammonium
Drug,DrugBank,DB03326,"Deoxycytidylyl-3',5'-guanosine"
Drug,DrugBank,DB01593,Zinc
Drug,DrugBank,DB02515,sn-glycerol 3-phosphate
Drug,DrugBank,DB06103,VX-148
Drug,DrugBank,DB02484,Cytidine 5'-diphosphoglycerol
Drug,DrugBank,DB00376,Trihexyphenidyl
Drug,DrugBank,DB03605,"(2s)-2-[(2,4-Dichloro-Benzoyl)-(3-Trifluoromethyl-Benzyl)-Amino]-3-Phenyl-Propionic Acid"
Drug,DrugBank,DB00566,Succimer
Drug,DrugBank,DB04272,Citric acid
Drug,DrugBank,DB03484,sn-glycero-3-phosphoethanolamine
Drug,DrugBank,DB06840,"diethyl [(1R)-1,5-diaminopentyl]boronate"
Drug,DrugBank,DB03268,RU82197
Drug,DrugBank,DB04024,Serine-3'-aminoadenosine
Drug,DrugBank,DB00954,Dirithromycin
Drug,DrugBank,DB00519,Trandolapril
Drug,DrugBank,DB03728,p-Chlorobenzoic acid
Drug,DrugBank,DB03932,LFA703
Drug,DrugBank,DB05868,Ciluprevir
Drug,DrugBank,DB00259,Sulfanilamide
Drug,DrugBank,DB00148,Creatine
Drug,DrugBank,DB00900,Didanosine
Drug,DrugBank,DB00514,Dextromethorphan
Drug,DrugBank,DB01929,"5-Chloryl-2,4,6-quinazolinetriamine"
Drug,DrugBank,DB02228,2-deoxy-2-fluoro-β-D-galactose
Drug,DrugBank,DB00940,Methantheline
Drug,DrugBank,DB05403,CEP-1347
Drug,DrugBank,DB04898,Ximelagatran
Drug,DrugBank,DB02165,Zinc trihydroxide
Drug,DrugBank,DB00327,Hydromorphone
Drug,DrugBank,DB01432,Cholestyramine
Drug,DrugBank,DB03015,"6-hydroxy-1,6-dihydro purine nucleoside"
Drug,DrugBank,DB06468,Cariporide
Drug,DrugBank,DB01715,"7,8-Diamino-Nonanoic Acid"
Drug,DrugBank,DB01610,Valganciclovir
Drug,DrugBank,DB05383,Pimagedine
Drug,DrugBank,DB03502,(4s)-4-{[(2s)-2-Amino-3-Oxopropyl]Sulfanyl}-L-Homoserinate
Drug,DrugBank,DB00528,Lercanidipine
Drug,DrugBank,DB00684,Tobramycin
Compound,ChEMBL,CHEMBL107533,
Compound,ChEMBL,CHEMBL107486,
Compound,ChEMBL,CHEMBL10770,
Compound,ChEMBL,CHEMBL101579,
Compound,ChEMBL,CHEMBL100652,
Compound,ChEMBL,CHEMBL105177,
Compound,ChEMBL,CHEMBL1078933,
Compound,ChEMBL,CHEMBL1080304,
Compound,ChEMBL,CHEMBL104273,
Compound,ChEMBL,CHEMBL1079107,
Compound,ChEMBL,CHEMBL104621,
Compound,ChEMBL,CHEMBL1079418,
Compound,ChEMBL,CHEMBL105521,
Compound,ChEMBL,CHEMBL101207,
Compound,ChEMBL,CHEMBL1081535,
Compound,ChEMBL,CHEMBL1080874,
Compound,ChEMBL,CHEMBL1077603,
Compound,ChEMBL,CHEMBL102979,
Compound,ChEMBL,CHEMBL1080369,
Compound,ChEMBL,CHEMBL107391,
Compound,ChEMBL,CHEMBL105045,
Compound,ChEMBL,CHEMBL102032,
Compound,ChEMBL,CHEMBL107786,
Compound,ChEMBL,CHEMBL1078074,
Compound,ChEMBL,CHEMBL104873,
Compound,ChEMBL,CHEMBL101721,
Compound,ChEMBL,CHEMBL1076464,
Compound,ChEMBL,CHEMBL101420,
Compound,ChEMBL,CHEMBL108137,
Compound,ChEMBL,CHEMBL1080381,
Compound,ChEMBL,CHEMBL107862,
Compound,ChEMBL,CHEMBL1076624,
Compound,ChEMBL,CHEMBL10202,
Compound,ChEMBL,CHEMBL105199,
Compound,ChEMBL,CHEMBL1081150,
Compound,ChEMBL,CHEMBL1077821,
Compound,ChEMBL,CHEMBL1017,
Compound,ChEMBL,CHEMBL1020,
Compound,ChEMBL,CHEMBL1077829,
Compound,ChEMBL,CHEMBL1078081,
Compound,ChEMBL,CHEMBL101775,
Compound,ChEMBL,CHEMBL103558,
Compound,ChEMBL,CHEMBL102311,
Compound,ChEMBL,CHEMBL103001,
Compound,ChEMBL,CHEMBL105292,
Compound,ChEMBL,CHEMBL104557,
Compound,ChEMBL,CHEMBL1080723,
Compound,ChEMBL,CHEMBL1077156,
Compound,ChEMBL,CHEMBL101165,
Compound,ChEMBL,CHEMBL106938,
Compound,ChEMBL,CHEMBL10793,
Compound,ChEMBL,CHEMBL104156,
Compound,ChEMBL,CHEMBL1079558,
Compound,ChEMBL,CHEMBL102283,
Compound,ChEMBL,CHEMBL1081377,
Compound,ChEMBL,CHEMBL107291,
Compound,ChEMBL,CHEMBL103782,
Compound,ChEMBL,CHEMBL106562,
Compound,ChEMBL,CHEMBL106961,
Compound,ChEMBL,CHEMBL104322,
Compound,ChEMBL,CHEMBL1080326,
Compound,ChEMBL,CHEMBL107066,
Compound,ChEMBL,CHEMBL107574,
Compound,ChEMBL,CHEMBL103739,
Compound,ChEMBL,CHEMBL105693,
Compound,ChEMBL,CHEMBL1080884,
Compound,ChEMBL,CHEMBL105622,
Compound,ChEMBL,CHEMBL100965,
Compound,ChEMBL,CHEMBL1076695,
Compound,ChEMBL,CHEMBL101469,
Compound,ChEMBL,CHEMBL1078575,
Compound,ChEMBL,CHEMBL1076475,
Compound,ChEMBL,CHEMBL1081476,
Compound,ChEMBL,CHEMBL107503,
Compound,ChEMBL,CHEMBL1077985,
Compound,ChEMBL,CHEMBL102403,
Compound,ChEMBL,CHEMBL101360,
Compound,ChEMBL,CHEMBL1077165,
Compound,ChEMBL,CHEMBL1077815,
Compound,ChEMBL,CHEMBL1080741,
Compound,ChEMBL,CHEMBL100702,
Compound,ChEMBL,CHEMBL100413,
Compound,ChEMBL,CHEMBL102270,
Compound,ChEMBL,CHEMBL101347,
Compound,ChEMBL,CHEMBL104410,
Compound,ChEMBL,CHEMBL105044,
Compound,ChEMBL,CHEMBL102374,
Compound,ChEMBL,CHEMBL1080411,
Compound,ChEMBL,CHEMBL1079872,
Compound,ChEMBL,CHEMBL104929,
Compound,ChEMBL,CHEMBL100835,
Compound,ChEMBL,CHEMBL103585,
Compound,ChEMBL,CHEMBL106865,
Compound,ChEMBL,CHEMBL1081166,
Compound,ChEMBL,CHEMBL104027,
